choco_bar_name,company_name,rating,comapany_loc,cocoa_perc,bean_type,bean_origin,company_flavor,CQ,sweetness,acidity,bitterness,roast,intensity,complexity,structure,length,appearance,aroma,mouthfeel,flavor,quality
Oaxaca,Vosges,2.5,USA,75.0,Amazon,Tanzania,Spices,31.0,39.0,48.0,40.0,89.0,42.0,46.0,36.0,62.0,72.0,79.0,68.7,83.4,79.0
Coffee Crisp,Bridgewater,3.0,USA,,Blend,,Earthen,39.0,67.0,48.0,21.0,54.0,16.0,53.0,79.0,72.0,54.0,27.0,100.0,85.2,91.0
Goji,Vosges,2.5,USA,,,,Earthen,35.0,72.0,39.0,21.0,70.0,63.0,34.0,38.0,66.0,48.0,57.0,70.7,84.6,83.0
Superfruit,Dagoba,3.5,USA,74.0,Blend,,Fruits,65.0,86.0,57.0,41.0,83.0,54.0,78.0,46.0,69.0,68.0,78.0,74.7,87.8,89.0
Chai Tea,Theo,3.5,USA,40.0,,,Spices,46.0,67.0,79.0,18.0,77.0,72.0,64.0,51.0,83.0,90.0,88.0,86.7,84.8,85.5
Dark Almond,Charles,3.0,USA,65.0,Blend,,Earthen,58.0,72.0,41.0,23.0,34.0,19.0,33.0,42.0,47.0,92.0,72.0,83.3,80.6,85.5
Pumpkinseed,Choco-Lina,3.0,Austria,70.0,Blend,,Earthen,46.0,38.0,14.0,33.0,62.0,41.0,47.0,45.0,53.0,72.0,71.0,89.3,82.4,89.5
Ivoire,Valrhona,3.5,France,35.0,Amazon,Ivory Coast,Sugar,72.0,76.0,34.0,26.0,48.0,31.0,44.0,82.0,53.0,90.0,82.0,85.3,89.2,81.0
85%,Vivani,4.0,Germany,85.0,Blend,,Earthen,92.0,43.0,38.0,56.0,84.0,67.0,46.0,89.0,71.0,94.0,76.0,89.3,91.6,91.0
Rich Dark,Chocolove,2.5,USA,65.0,Blend,(Caribbean; Africa),Crossover,63.0,67.0,32.0,45.0,70.0,22.0,29.0,57.0,69.0,92.0,77.0,74.7,77.0,80.5
Organic 73%,Chocolove,1.0,USA,73.0,Blend,(Caribbean),Twang,40.0,37.0,53.0,39.0,64.0,50.0,23.0,32.0,48.0,94.0,70.0,65.3,58.4,59.0
Chilies/Cherries,Chocolove,3.0,USA,55.0,Blend,,Crossover,36.0,58.0,35.0,41.0,49.0,62.0,64.0,40.0,83.0,96.0,63.0,76.7,83.8,78.0
Cherries/Almonds,Chocolove,2.0,USA,55.0,Blend,Ivory Coast,Fruits,39.0,51.0,23.0,14.0,42.0,40.0,34.0,18.0,56.0,92.0,62.0,88.7,69.8,63.5
Dark,Chocolove,0.5,USA,55.0,Amazon,Ivory Coast,Sugar,61.0,44.0,31.0,28.0,60.0,57.0,12.0,42.0,36.0,42.0,53.0,68.0,57.2,49.0
Ginger,Chocolove,1.5,USA,65.0,Blend,,Fruits,42.0,46.0,49.0,43.0,51.0,36.0,44.0,34.0,62.0,88.0,63.0,40.7,75.2,62.5
Hazelnut Milk Choc,Chocolove,0.0,USA,33.0,Blend,,Sugar,28.0,76.0,8.0,7.0,36.0,5.0,15.0,35.0,40.0,94.0,82.0,44.7,37.6,32.5
Milk Chocolate,Chocolove,0.5,USA,33.0,Blend,(Indonesia; Ivory Coast),Sugar,29.0,47.0,16.0,8.0,32.0,21.0,13.0,43.0,35.0,86.0,28.0,68.0,59.4,41.5
Orange Peel,Chocolove,0.0,USA,,Blend,(Africa),Sugar,21.0,76.0,40.0,5.0,46.0,41.0,7.0,28.0,35.0,88.0,53.0,60.7,42.0,40.0
Organic 61,Chocolove,0.5,USA,61.0,Blend,Ghana,Earthen,41.0,52.0,34.0,62.0,76.0,50.0,28.0,16.0,38.0,62.0,68.0,54.0,59.0,48.5
Grenada,Chocolove,2.5,USA,60.0,Hybrid,Grenada,Earthen,53.0,66.0,35.0,23.0,49.0,34.0,35.0,43.0,51.0,92.0,81.0,72.0,79.2,77.0
Toffee/Almond,Chocolove,0.5,USA,33.0,Blend,,Earthen,31.0,54.0,5.0,7.0,51.0,62.0,40.0,12.0,28.0,86.0,42.0,90.7,54.6,43.5
Strong Dark,Chocolove,1.0,USA,70.0,Blend,,Earthen,34.0,41.0,26.0,77.0,82.0,44.0,30.0,28.0,33.0,100.0,68.0,76.0,59.4,51.5
Raspberries in Dark,Chocolove,4.0,USA,55.0,Blend,(Africa),Fruits,64.0,80.0,71.0,32.0,63.0,76.0,62.0,77.0,43.0,100.0,93.0,85.3,87.2,88.0
Extra Strong Dark,Chocolove,1.5,USA,70.0,Blend,,Earthen,52.0,20.0,24.0,43.0,76.0,49.0,21.0,34.0,45.0,84.0,64.0,62.0,69.6,68.0
72%,Vivani,3.0,Germany,72.0,Blend,,Naked,78.0,44.0,31.0,47.0,82.0,36.0,25.0,39.0,64.0,84.0,72.0,84.0,84.2,84.0
Tanzania,Chocolove,0.5,USA,75.0,Amazon,Tanzania,Earthen,34.0,32.0,39.0,40.0,72.0,46.0,44.0,35.0,57.0,52.0,62.0,58.7,59.4,60.0
Dominican Rep,Chocolove,2.5,USA,70.0,Hybrid,Dominican Republic,Earthen,34.0,35.0,43.0,41.0,70.0,49.0,61.0,58.0,60.0,72.0,77.0,82.7,83.8,71.0
Sao Tome,Chocolove,2.5,USA,70.0,Amazon,São Tomé,Earthen,49.0,35.0,38.0,71.0,73.0,44.0,42.0,50.0,53.0,92.0,66.0,78.0,75.8,76.0
Java,Chocolove,1.5,USA,33.0,some,Indonesia,Earthen,24.0,96.0,15.0,6.0,39.0,70.0,27.0,38.0,40.0,86.0,70.0,82.7,62.0,61.0
Espresso,Vivani,3.5,Germany,68.0,Blend,,Earthen,34.0,48.0,87.0,56.0,98.0,94.0,51.0,55.0,73.0,86.0,69.0,90.7,85.6,87.5
Noir au Praliné,Cluizel,2.5,France,60.0,,,Earthen,62.0,81.0,14.0,38.0,59.0,22.0,24.0,76.0,57.0,42.0,73.0,81.3,79.6,82.0
Kakawa,Cocoa Puro,4.0,USA,,Criollo,Venezuela,Earthen,79.0,59.0,31.0,47.0,53.0,66.0,72.0,46.0,51.0,86.0,94.0,86.7,88.4,93.0
Simply Dark,Denman Island,2.5,Canada,55.0,Blend,,Fruits,38.0,79.0,40.0,26.0,52.0,24.0,28.0,43.0,45.0,80.0,71.0,65.3,77.4,78.0
Cacao Puro,El Rey,3.0,Venezuela,100.0,Criollo,Venezuela,Earthen,51.0,33.0,14.0,18.0,65.0,48.0,21.0,62.0,57.0,72.0,78.0,71.3,87.6,83.5
Chaac,Chaac,2.5,USA,74.0,Hybrid,,Earthen,32.0,31.0,27.0,52.0,77.0,51.0,26.0,50.0,49.0,54.0,86.0,75.3,79.6,77.0
Lemon,Vivani,0.5,Germany,70.0,,,Crossover,39.0,52.0,76.0,71.0,78.0,64.0,23.0,12.0,59.0,82.0,72.0,61.3,58.8,44.5
Nutritional Choc,Gary Null,0.0,USA,,Blend,,Crossover,12.0,77.0,23.0,26.0,33.0,90.0,85.0,8.0,46.0,64.0,64.0,38.7,54.2,24.5
XOXO,Dorado,3.0,USA,59.0,Hybrid,,Spices,61.0,63.0,28.0,2.0,47.0,30.0,32.0,54.0,43.0,72.0,77.0,82.0,84.2,81.0
81%70%,Hacienda Paria Shakti,3.0,Venezuela,91.0,Rio,Venezuela,Earthen,61.0,49.0,21.0,41.0,81.0,56.0,35.0,62.0,66.0,64.0,76.0,80.7,88.6,80.5
Black Panther,Endangered Species,3.0,USA,88.0,Amazon,Nigeria,Earthen,21.0,18.0,36.0,82.0,84.0,73.0,10.0,49.0,56.0,92.0,79.0,82.7,79.6,78.5
70% Dark,Joseph Manner,1.5,Austria,70.0,Blend,,Spices,41.0,44.0,11.0,17.0,76.0,13.0,8.0,65.0,52.0,84.0,71.0,76.0,67.0,63.5
Venezuela,Gobino,2.5,Italy,70.0,Hybrid,(Venezuela & Ecuador),Fruits,41.0,52.0,49.0,38.0,74.0,42.0,54.0,47.0,44.0,92.0,71.0,75.3,80.4,77.0
Coconut Curry,Theo,3.5,USA,40.0,,,Spices,41.0,62.0,57.0,30.0,78.0,81.0,66.0,42.0,74.0,92.0,86.0,81.3,81.8,89.0
Trinidad,Guido Gobino,3.0,Italy,80.0,Trinitario,Trinidad,Earthen,38.0,36.0,22.0,67.0,64.0,56.0,59.0,68.0,70.0,96.0,72.0,78.0,80.2,85.0
Java,Guido Gobino,3.0,Italy,70.0,Java,(Indonesia & Ecuador),Earthen,36.0,44.0,37.0,48.0,82.0,40.0,34.0,42.0,51.0,94.0,70.0,85.3,82.2,81.0
Orange,Vivani,2.5,Germany,70.0,,,Fruits,52.0,56.0,87.0,41.0,74.0,63.0,46.0,43.0,70.0,82.0,76.0,78.7,78.8,82.5
Green Tea,Vivani,2.0,Germany,68.0,,,Spices,46.0,42.0,43.0,63.0,74.0,61.0,34.0,32.0,81.0,86.0,68.0,68.0,73.4,77.0
Manabi,Pacari,3.5,Ecuador,65.0,some,Ecuador,Crossover,52.0,61.0,40.0,29.0,50.0,56.0,71.0,66.0,68.0,74.0,71.0,81.3,87.8,87.0
Dark,Kshocolât,2.5,Scotland,72.0,Amazon,São Tomé,Earthen,19.0,52.0,34.0,35.0,54.0,31.0,22.0,38.0,40.0,94.0,73.0,84.0,80.2,71.5
Orange/Cardamom,Kshocolât,4.0,Scotland,72.0,Blend,,Spices,70.0,58.0,51.0,46.0,80.0,83.0,71.0,72.0,86.0,94.0,85.0,84.7,86.4,90.0
Honeycomb/Vanilla,Kshocolât,3.5,Scotland,0.5,Blend,,Fruits,61.0,70.0,41.0,39.0,64.0,68.0,62.0,71.0,60.0,92.0,84.0,80.7,84.6,84.0
Milk Choc,Kshocolât,3.5,Scotland,32.0,Blend,,Crossover,50.0,76.0,32.0,11.0,78.0,80.0,76.0,84.0,86.0,94.0,81.0,89.3,83.2,91.5
White Choc,Kshocolât,3.0,Scotland,,,,Crossover,37.0,58.0,61.0,1.0,60.0,62.0,46.0,81.0,77.0,96.0,69.0,100.0,75.2,95.5
60%,Kras,2.5,Croatia,60.0,Blend,,Fruits,51.0,53.0,37.0,4.0,58.0,39.0,46.0,59.0,47.0,82.0,52.0,80.7,78.6,78.0
Milk,Kras,0.5,Croatia,,Blend,,Sugar,12.0,83.0,7.0,5.0,36.0,37.0,11.0,38.0,42.0,42.0,42.0,54.7,62.0,54.5
Esmeraldas,Pacari,2.0,Ecuador,60.0,Esmeraldas,Ecuador,Twang,33.0,47.0,46.0,76.0,17.0,71.0,54.0,44.0,58.0,74.0,78.0,87.3,67.2,76.5
Raw 70,Pacari,3.0,Ecuador,70.0,Blend,Ecuador,Fruits,48.0,81.0,64.0,57.0,6.0,63.0,61.0,44.0,76.0,86.0,81.0,80.7,76.0,91.0
Choc-covered Nibs,Pacari,3.5,Ecuador,,some,Ecuador,Crossover,41.0,49.0,46.0,42.0,57.0,61.0,68.0,35.0,72.0,78.0,67.0,84.0,89.0,88.0
Choc-covered Espresso,Pacari,1.5,Ecuador,,,Ecuador,Earthen,22.0,61.0,84.0,44.0,89.0,73.0,7.0,15.0,92.0,80.0,79.0,62.7,69.6,63.0
65% w/ Nibs,Mischer,3.5,USA,65.0,Criollo,Venezuela,Fruits,57.0,66.0,68.0,61.0,55.0,53.0,54.0,63.0,48.0,92.0,81.0,93.3,84.8,88.5
Dark 72%,Hotel Chocolat,2.5,St.,72.0,Blend,St. Lucia,Earthen,71.0,52.0,28.0,60.0,90.0,72.0,24.0,47.0,79.0,96.0,80.0,88.0,72.6,78.0
Milk 62%,Hotel Chocolat,3.5,St.,62.0,Blend,St. Lucia,Earthen,71.0,43.0,36.0,47.0,81.0,75.0,39.0,77.0,79.0,94.0,81.0,84.0,86.8,86.5
72% w/ Almonds,Mischer,3.0,USA,72.0,Nacional,Ecuador,Earthen,46.0,43.0,51.0,36.0,44.0,64.0,62.0,41.0,60.0,82.0,73.0,82.7,84.4,81.5
Finisterra,Scharffen Berger,2.5,USA,72.0,Blend,(Venezuela; Trinidad; Madagascar),Twang,57.0,36.0,84.0,33.0,31.0,62.0,64.0,23.0,58.0,86.0,73.0,80.7,75.6,73.0
Hazelnut Crunch,Theo,3.5,USA,40.0,,,Earthen,44.0,65.0,13.0,17.0,76.0,88.0,56.0,52.0,71.0,82.0,78.0,86.7,87.2,87.0
Beans+Ginger,Coppeneur,4.0,Germany,,Nacional,Ecuador,Spices,80.0,41.0,82.0,62.0,68.0,86.0,74.0,69.0,78.0,84.0,79.0,88.0,88.2,89.0
Super Amer,Bernachon,5.0,France,75.0,Blend,,Naked,87.0,35.0,39.0,76.0,88.0,91.0,80.0,97.0,92.0,94.0,86.0,88.7,95.2,94.5
85%,Recchiuti,2.5,USA,85.0,Criollo,,Crossover,52.0,60.0,76.0,77.0,48.0,59.0,39.0,28.0,41.0,86.0,82.0,87.3,78.6,69.0
85% Fève,Recchiuti,3.0,USA,85.0,Criollo,,Fruits,37.0,88.0,76.0,29.0,42.0,38.0,34.0,46.0,39.0,82.0,77.0,84.7,84.6,76.0
Guayas,Amano,3.0,USA,70.0,Semi-,Ecuador,Crossover,38.0,42.0,41.0,48.0,63.0,71.0,76.0,72.0,74.0,88.0,73.0,78.7,87.6,83.0
Amer,Bernachon,3.5,France,62.0,Blend,,Naked,81.0,56.0,26.0,29.0,84.0,66.0,22.0,82.0,76.0,96.0,80.0,82.7,88.2,88.0
Nature,Bernachon,4.0,France,55.0,Blend,,Naked,95.0,67.0,24.0,19.0,72.0,54.0,9.0,81.0,74.0,88.0,79.0,89.3,90.6,90.5
Nature Lait,Bernachon,4.0,France,20.0,Blend,,Sugar,41.0,82.0,9.0,16.0,80.0,29.0,24.0,63.0,71.0,94.0,85.0,92.7,84.2,90.0
Jour et Nuit,Bernachon,4.0,France,,Blend,,Earthen,47.0,72.0,18.0,26.0,83.0,55.0,51.0,64.0,70.0,100.0,73.0,86.0,88.2,91.5
Flavor 50; 60,Sweet Riot,1.5,USA,50.0,,,Earthen,76.0,51.0,28.0,51.0,53.0,42.0,13.0,32.0,40.0,96.0,61.0,82.0,69.6,57.0
Ivoire,Bernachon,4.0,France,,,(probably S America),Sugar,51.0,87.0,36.0,11.0,70.0,59.0,76.0,77.0,68.0,56.0,92.0,87.3,91.2,93.5
Coffee,Neuhaus,0.0,Belgium,0.5,,,Earthen,18.0,97.0,48.0,57.0,62.0,83.0,14.0,8.0,77.0,52.0,41.0,48.0,37.2,24.0
Jaina,Chocovic,4.0,Spain,31.0,,,Sugar,27.0,96.0,44.0,4.0,68.0,61.0,47.0,51.0,53.0,90.0,87.0,82.0,89.2,89.5
Café,Bernachon,4.0,France,55.0,Blend,,Earthen,48.0,63.0,79.0,41.0,95.0,99.0,43.0,93.0,82.0,78.0,86.0,85.3,89.8,90.5
Café Lait,Bernachon,4.0,France,20.0,Blend,,Sugar,34.0,88.0,36.0,23.0,77.0,46.0,48.0,81.0,84.0,90.0,83.0,98.0,86.0,87.0
Green Tangerine,Soma,2.5,Canada,66.0,modest,Madagascar,Twang,28.0,81.0,96.0,18.0,61.0,91.0,33.0,36.0,56.0,78.0,64.0,86.0,77.4,72.5
Sacred Heart Milk,Sacred Chocolate,0.0,USA,,disputable,Ecuador,Earthen,7.0,40.0,6.0,48.0,1.0,91.0,4.0,6.0,93.0,76.0,34.0,79.3,13.3,5.0
Mayan Dark,Santander,3.5,Colombia,70.0,Caucano,Colombia,Earthen,81.0,48.0,16.0,61.0,77.0,58.0,39.0,84.0,82.0,100.0,90.0,82.7,85.2,85.5
Brésilien,Bernachon,3.0,France,55.0,Blend,,Earthen,33.0,68.0,46.0,36.0,77.0,52.0,58.0,59.0,78.0,64.0,82.0,82.7,83.2,86.5
Cornucopia,Zotter,3.5,Austria,,Blend,,Crossover,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.0,78.0,84.0,89.4,87.5
Riesling Icewine,DC Duby,3.5,Canada,37.0,Criollo,Venezuela,Sugar,21.0,79.0,11.0,6.0,39.0,28.0,57.0,54.0,58.0,94.0,87.0,94.0,83.6,88.0
Arriba,Christian Constant,3.5,France,66.0,minor,Ecuador,Crossover,43.0,56.0,64.0,21.0,48.0,23.0,42.0,51.0,54.0,80.0,86.0,80.0,86.8,89.0
Lait Amer,Christian Constant,4.0,France,64.0,Blend,,Earthen,37.0,42.0,8.0,29.0,27.0,83.0,44.0,90.0,72.0,90.0,76.0,96.0,88.2,88.0
Café Noix,Bernachon,3.0,France,55.0,Blend,,Earthen,12.0,48.0,62.0,29.0,56.0,47.0,56.0,52.0,87.0,90.0,79.0,78.7,82.8,86.0
Madagascar 70%,Soma,4.0,Canada,70.0,moderate,Madagascar,Twang,43.0,55.0,72.0,31.0,56.0,64.0,66.0,70.0,65.0,90.0,81.0,85.3,88.0,89.5
Ocumare Nibs,Soma,4.0,Canada,82.0,Criollo,Venezuela,Earthen,52.0,54.0,41.0,63.0,79.0,82.0,34.0,68.0,91.0,84.0,76.0,89.3,89.8,85.5
Aveline,Bernachon,2.5,France,62.0,Blend,,Sugar,37.0,98.0,12.0,11.0,59.0,76.0,28.0,36.0,54.0,96.0,81.0,84.0,74.6,78.5
Ocumare 70,Soma,2.5,Canada,70.0,Criollo,Venezuela,Earthen,31.0,46.0,40.0,36.0,54.0,52.0,55.0,47.0,64.0,78.0,70.0,74.7,81.8,75.5
Carenero Superior,Soma,3.5,Canada,61.0,Carenero,Venezuela,Spices,42.0,61.0,52.0,11.0,77.0,34.0,40.0,53.0,48.0,88.0,82.0,92.0,83.2,88.5
Creamy Milk,Soma,2.0,Canada,32.0,,,Earthen,18.0,67.0,12.0,15.0,53.0,24.0,11.0,61.0,52.0,100.0,83.0,76.0,66.4,64.0
Montserrat,Christian Constant,4.0,France,73.0,Trinitario,Trinidad,Naked,82.0,40.0,43.0,31.0,49.0,72.0,21.0,64.0,60.0,72.0,73.0,80.7,92.0,91.5
Pure Paté,Christian Constant,2.5,France,100.0,Blend,,Earthen,52.0,3.0,10.0,91.0,83.0,92.0,62.0,84.0,93.0,88.0,76.0,79.3,77.8,82.0
Noisettes,Bernachon,2.5,France,55.0,Blend,,Earthen,49.0,56.0,21.0,64.0,66.0,59.0,32.0,27.0,68.0,94.0,82.0,75.3,76.2,78.0
Bitter-Plus,Christian Constant,4.0,France,80.0,Blend,,Crossover,64.0,51.0,53.0,41.0,35.0,57.0,70.0,76.0,62.0,82.0,89.0,81.3,90.4,94.0
Noisettes Lait,Bernachon,4.5,France,20.0,Blend,,Earthen,47.0,61.0,13.0,26.0,74.0,69.0,77.0,66.0,78.0,96.0,89.0,83.3,91.2,91.5
Orange,Bernachon,4.0,France,55.0,Blend,,Crossover,64.0,67.0,76.0,44.0,56.0,52.0,49.0,61.0,73.0,92.0,83.0,84.7,88.2,92.0
Mo's Bacon Bar,Vosges,0.0,USA,41.0,,,Earthen,21.0,58.0,4.0,32.0,76.0,81.0,27.0,31.0,64.0,82.0,47.0,84.0,25.8,12.5
Amandine,Bernachon,3.5,France,55.0,Blend,,Crossover,61.0,66.0,32.0,58.0,77.0,64.0,76.0,49.0,81.0,82.0,85.0,68.0,87.2,89.0
Extra Dark,Casa Luker,3.0,Colombia,85.0,Amazon,Colombia,Earthen,61.0,47.0,36.0,78.0,87.0,76.0,44.0,35.0,81.0,74.0,92.0,84.0,82.6,75.5
Milk Fleur de Sel,Hévin,1.5,France,,,,Earthen,17.0,69.0,28.0,20.0,39.0,82.0,31.0,27.0,44.0,78.0,69.0,74.7,68.4,61.5
Amandine Lait,Bernachon,3.0,France,20.0,Blend,,Earthen,24.0,92.0,11.0,10.0,64.0,76.0,44.0,42.0,71.0,78.0,86.0,80.7,81.2,79.0
Créole,Bernachon,4.0,France,55.0,Blend,,Crossover,47.0,78.0,42.0,23.0,56.0,63.0,89.0,76.0,77.0,72.0,86.0,80.7,92.8,92.5
Noir 81,Hévin,4.0,France,81.0,Blend,,Fruits,40.0,66.0,51.0,54.0,52.0,46.0,51.0,82.0,50.0,100.0,73.0,100.0,86.8,89.5
Noir 80,Hévin,2.0,France,80.0,Blend,,Twang,7.0,76.0,70.0,67.0,41.0,92.0,35.0,53.0,81.0,82.0,71.0,90.7,69.2,76.0
Raw 100,Pacari,3.0,Ecuador,100.0,faint,Ecuador,Naked,7.0,16.0,18.0,57.0,1.0,76.0,28.0,54.0,71.0,92.0,48.0,88.0,85.2,91.5
Milk,Hévin,3.5,France,,,,Earthen,13.0,87.0,28.0,2.0,42.0,16.0,14.0,91.0,43.0,82.0,71.0,106.7,83.6,89.5
100,Rochoux,3.0,France,100.0,Blend,,Earthen,26.0,3.0,22.0,81.0,48.0,83.0,54.0,77.0,90.0,92.0,82.0,90.7,80.4,80.0
70,Rochoux,3.0,France,70.0,Blend,,Naked,81.0,30.0,34.0,41.0,74.0,80.0,27.0,66.0,59.0,88.0,72.0,79.3,84.4,88.0
62,Rochoux,4.0,France,62.0,Blend,,Naked,86.0,71.0,35.0,14.0,60.0,76.0,28.0,92.0,77.0,100.0,83.0,87.3,87.2,89.5
Los Rios,Pacari,4.0,Ecuador,72.0,modest,Ecuador,Crossover,64.0,52.0,56.0,48.0,43.0,57.0,63.0,59.0,71.0,86.0,68.0,87.3,89.4,91.5
Madagascar,Hévin,2.5,France,75.0,Criollo,Madagascar,Crossover,34.0,43.0,61.0,50.0,79.0,74.0,48.0,44.0,68.0,92.0,71.0,74.7,72.6,79.5
Cuba,Hévin,3.5,France,75.0,Hybrid,Cuba,Crossover,39.0,90.0,61.0,49.0,34.0,46.0,48.0,82.0,32.0,100.0,71.0,94.7,84.2,90.0
Ecuador,DeBondt,5.0,Italy,90.0,Nacional,Ecuador,Earthen,82.0,41.0,36.0,43.0,0.5,86.0,50.0,91.0,75.0,100.0,90.0,98.0,96.0,10.0
Bergamotto/Limone,DeBondt,3.5,Italy,60.0,Blend,,Twang,40.0,79.0,86.0,23.0,61.0,52.0,64.0,68.0,72.0,64.0,78.0,78.0,88.2,90.0
Latte Indonesia,DeBondt,3.5,Italy,33.0,vestigial,Indonesia,Earthen,0.5,82.0,11.0,3.0,64.0,20.0,5.0,88.0,91.0,100.0,80.0,95.3,82.8,89.0
Latte 45,DeBondt,0.5,Italy,45.0,Blend,,Earthen,11.0,70.0,32.0,10.0,46.0,13.0,6.0,17.0,55.0,56.0,56.0,48.7,56.8,34.5
Beans+Cinnamon,Coppeneur,2.5,Germany,,Nacional,Ecuador,Spices,58.0,33.0,46.0,72.0,68.0,81.0,31.0,24.0,74.0,82.0,76.0,74.7,74.8,84.0
Pepe,Ernst Knam,4.0,Italy,,Blend,,Crossover,61.0,70.0,44.0,30.0,48.0,56.0,77.0,83.0,85.0,86.0,71.0,82.0,90.8,94.5
Bitter-Sweet,Noi Sirius,3.0,Iceland,56.0,Blend,,Naked,81.0,76.0,27.0,35.0,57.0,42.0,23.0,66.0,77.0,100.0,66.0,69.3,85.6,77.5
Semi-Sweet,Noi Sirius,1.5,Iceland,45.0,Blend,,Sugar,31.0,94.0,16.0,23.0,52.0,41.0,12.0,50.0,76.0,64.0,54.0,68.7,65.6,73.0
Milk Choc,Noi Sirius,2.5,Iceland,33.0,Blend,,Earthen,5.0,89.0,28.0,19.0,50.0,77.0,23.0,44.0,56.0,60.0,51.0,88.0,81.2,74.0
70,Oriol Balaguer,4.5,Spain,70.0,Blend,,Naked,77.0,46.0,24.0,31.0,69.0,56.0,41.0,79.0,73.0,100.0,87.0,87.3,92.4,94.0
Negro,Enric Rovira,3.0,Spain,80.0,Amazon,Príncipe,Earthen,56.0,28.0,62.0,70.0,83.0,87.0,64.0,33.0,95.0,100.0,81.0,82.0,76.4,85.5
Canella,DeBondt,3.0,Italy,60.0,Blend,,Spices,57.0,76.0,34.0,28.0,71.0,32.0,40.0,44.0,60.0,64.0,78.0,69.3,85.8,78.5
Zenzero,DeBondt,3.5,Italy,71.0,Blend,Venezuela,Spices,62.0,53.0,83.0,40.0,54.0,55.0,43.0,88.0,80.0,80.0,83.0,91.3,86.2,88.0
Maralumi,Hévin,4.5,France,72.0,Criollo,Papua New Guinea,Crossover,61.0,80.0,59.0,30.0,53.0,82.0,84.0,78.0,65.0,100.0,81.0,90.7,92.4,94.0
Vasquez San Felipe,Muzzi,2.0,Italy,75.0,Hybrid,Dominican Republic,Earthen,34.0,47.0,42.0,81.0,84.0,78.0,51.0,53.0,67.0,82.0,62.0,77.3,75.8,61.5
Trinité,Hévin,3.5,France,75.0,Trinitario,Trinidad,Spices,76.0,51.0,44.0,60.0,61.0,58.0,77.0,80.0,92.0,84.0,81.0,86.7,87.4,88.0
Araguani,Hévin,4.0,France,72.0,Criollo,Venezuela,Fruits,76.0,70.0,62.0,48.0,35.0,81.0,83.0,64.0,59.0,88.0,91.0,94.7,86.4,86.5
Corallo,Hévin,3.0,France,75.0,Amazon,Príncipe,Fruits,61.0,52.0,56.0,34.0,59.0,77.0,32.0,48.0,63.0,82.0,62.0,80.7,88.0,86.5
Rajoles,Enric Rovira,4.0,Spain,70.0,Blend,,Crossover,66.0,54.0,70.0,61.0,76.0,69.0,76.0,48.0,89.0,100.0,72.0,76.7,91.6,93.0
Jalepeno Affumicato,DeBondt,1.5,Italy,68.0,Blend,,Spices,57.0,60.0,52.0,41.0,79.0,38.0,37.0,40.0,48.0,74.0,76.0,58.7,68.8,69.0
Palmaritos,Muzzi,1.0,Italy,75.0,Hybrid,Dominican Republic,Earthen,23.0,39.0,31.0,84.0,86.0,87.0,29.0,38.0,79.0,68.0,61.0,86.7,63.2,36.5
Extra-Bitter,Noi Sirius,0.5,Iceland,70.0,Blend,,Naked,76.0,34.0,1.0,7.0,78.0,14.0,3.0,31.0,72.0,64.0,43.0,60.7,67.6,38.0
Pepe Nero,DeBondt,2.5,Italy,66.0,Trinitario,Trinidad,Spices,41.0,44.0,75.0,28.0,67.0,56.0,47.0,79.0,80.0,78.0,72.0,70.7,77.0,87.0
Limone/Limetta,DeBondt,3.0,Italy,64.0,Blend,,Twang,49.0,70.0,62.0,29.0,43.0,34.0,46.0,57.0,35.0,82.0,77.0,80.0,82.6,82.5
Chiapan,Taza,3.0,USA,75.0,Blend,Mexico,Crossover,62.0,49.0,57.0,46.0,28.0,64.0,53.0,52.0,53.0,96.0,64.0,95.3,78.4,82.5
Vista Alegre,Vestri,4.5,Italy,71.0,Hybrid,Dominican Republic,Crossover,72.0,51.0,56.0,48.0,67.0,76.0,81.0,84.0,77.0,100.0,86.0,80.7,92.8,96.0
Madagascar,Vestri,5.0,Italy,64.0,Criollo,Madagascar,Fruits,42.0,76.0,48.0,10.0,53.0,67.0,79.0,81.0,64.0,120.0,77.0,87.3,94.6,91.0
Bolivar,Cacaoyere,2.5,Ecuador,82.0,CCN-51,Ecuador,Spices,34.0,26.0,29.0,45.0,77.0,61.0,40.0,51.0,66.0,88.0,68.0,80.0,79.2,78.5
Aliseo,Vestri,4.5,Italy,63.0,Blend,,Naked,76.0,83.0,41.0,10.0,57.0,38.0,59.0,72.0,63.0,76.0,75.0,92.7,94.4,95.5
Naturale,Vestri,3.0,Italy,71.0,Blend,,Twang,35.0,47.0,92.0,31.0,57.0,78.0,59.0,34.0,65.0,86.0,90.0,85.3,79.2,83.5
55% Milk,Recchiuti,3.0,USA,55.0,,,Earthen,51.0,48.0,39.0,31.0,46.0,33.0,40.0,44.0,47.0,92.0,81.0,91.3,77.8,74.0
Bianco,Vestri,4.5,Italy,0.8,Hybrid,Dominican Republic,Earthen,41.0,78.0,12.0,24.0,71.0,52.0,60.0,73.0,69.0,74.0,84.0,90.7,92.2,94.5
White Nibble,Askinosie,4.0,USA,34.0,semi-Nacional,Ecuador,Earthen,53.0,76.0,18.0,14.0,77.0,61.0,80.0,72.0,63.0,68.0,79.0,78.7,93.2,10.0
