choco_bar_name,company_name,company_loc,rating,cocoa_perc,CQ,sweetness,acidity,bitterness,roast,intensity,complexity,structure,length,appearance,aroma,mouthfeel,flavor,quality
Lust for Life 5.0,Zotter,Austria,3.5,70.0,31.0,76.0,41.0,17.0,70.0,48.0,51.0,79.0,68.0,100.0,81.0,79.3,89.4,80.5
Tobago Estate 2012,Pralus,France,4.0,70.0,79.0,63.0,46.0,71.0,82.0,64.0,58.0,76.0,76.0,86.0,72.0,82.7,90.8,88.5
Kornelkirsche und Blut,Zotter,Austria,1.5,70.0,22.0,34.0,78.0,80.0,61.0,64.0,57.0,31.0,58.0,92.0,74.0,78.7,61.2,66.5
Hanf und Mocca,Zotter,Austria,4.0,70.0,26.0,66.0,16.0,34.0,76.0,63.0,71.0,78.0,69.0,92.0,89.0,82.0,91.8,90.0
Hanfplantage,Zotter,Austria,3.5,44.0,31.0,80.0,16.0,14.0,66.0,62.0,39.0,76.0,46.0,96.0,82.0,79.3,88.4,89.0
Dark 100%,Menakao,Madagascar,3.0,100.0,14.0,26.0,76.0,79.0,70.0,86.0,41.0,53.0,61.0,58.0,83.0,78.0,89.0,79.0
Dark 80%,Menakao,Madagascar,3.0,80.0,29.0,47.0,63.0,72.0,76.0,62.0,52.0,40.0,58.0,74.0,86.0,86.7,82.0,71.5
Dark 72%,Menakao,Madagascar,5.0,72.0,47.0,64.0,68.0,33.0,70.0,57.0,83.0,86.0,76.0,80.0,88.0,91.3,94.8,91.0
Nibs & Sea Salt,Menakao,Madagascar,4.0,63.0,47.0,58.0,64.0,30.0,71.0,65.0,88.0,79.0,83.0,86.0,78.0,82.0,95.2,89.0
Moho River,Mast Brothers,USA,1.5,70.0,34.0,39.0,22.0,67.0,34.0,51.0,28.0,26.0,54.0,74.0,49.0,68.7,69.2,59.5
Milk Chocolate,Menakao,Madagascar,3.5,44.0,20.0,78.0,28.0,16.0,63.0,59.0,54.0,76.0,72.0,96.0,93.0,72.7,90.0,81.5
Trio of Peppers,Menakao,Madagascar,4.0,70.0,37.0,41.0,40.0,36.0,68.0,46.0,63.0,88.0,77.0,68.0,81.0,88.0,92.8,89.5
Combava & Pink Pepper,Menakao,Madagascar,4.0,63.0,24.0,83.0,56.0,30.0,71.0,59.0,81.0,79.0,77.0,88.0,96.0,85.3,90.8,87.5
Mena Creek,Zokoko,Australia,2.5,60.0,54.0,92.0,12.0,19.0,64.0,45.0,19.0,34.0,58.0,80.0,76.0,72.7,75.4,75.0
Cuyagua 2012,Choklat,Canada,0.0,70.0,9.0,66.0,17.0,39.0,71.0,56.0,11.0,4.0,76.0,76.0,63.0,35.3,54.2,19.5
Alto Beni 70%,Soma,Canada,4.0,70.0,30.0,63.0,56.0,24.0,58.0,52.0,46.0,79.0,76.0,84.0,88.0,82.7,92.4,82.5
Guatemala,Soma,Canada,0.5,70.0,13.0,19.0,16.0,76.0,57.0,78.0,10.0,8.0,54.0,86.0,47.0,75.3,57.6,33.5
Trinidad,Soma,Canada,3.0,70.0,28.0,33.0,21.0,82.0,87.0,71.0,14.0,27.0,46.0,78.0,81.0,82.0,86.4,79.5
Dominican Republic / Madagascar,Soma,Canada,4.0,70.0,69.0,54.0,76.0,44.0,73.0,81.0,77.0,42.0,79.0,94.0,86.0,88.0,90.0,80.5
Rio Caribe Crunch,Patric,USA,3.0,70.0,78.0,33.0,10.0,31.0,66.0,52.0,27.0,76.0,59.0,94.0,70.0,82.7,88.0,78.0
Ben Tre 78%,Marou,Vietnam,2.0,78.0,41.0,46.0,27.0,73.0,78.0,60.0,33.0,31.0,64.0,82.0,64.0,72.0,73.0,63.5
Dông Nai,Marou,Vietnam,4.0,72.0,86.0,67.0,14.0,27.0,64.0,42.0,26.0,77.0,56.0,82.0,78.0,86.0,93.4,87.0
Tiền Giang 70%,Marou,Vietnam,4.0,70.0,34.0,38.0,31.0,44.0,62.0,74.0,52.0,63.0,76.0,86.0,97.0,80.7,90.8,81.0
Ecuador 85%,Mānoa,USA,3.0,85.0,64.0,48.0,13.0,76.0,52.0,72.0,22.0,44.0,63.0,74.0,71.0,86.0,86.0,78.5
Sea Salt & Nibs,Madécasse,Madagascar,3.5,63.0,47.0,58.0,64.0,30.0,71.0,65.0,88.0,79.0,83.0,86.0,78.0,74.7,90.8,80.5
Hāmākua,Mānoa,USA,3.0,72.0,33.0,41.0,44.0,52.0,59.0,60.0,56.0,52.0,60.0,74.0,92.0,77.3,86.8,75.0
Goat Milk Peru,Mānoa,USA,2.0,66.0,16.0,45.0,33.0,76.0,64.0,76.0,39.0,41.0,56.0,80.0,61.0,84.0,68.6,69.5
